URL,Price,Component_Type,_Best Seller Ranking,Model_Brand,Model_Processors Type,Model_Series,Model_Name,Model_Model,Details_CPU Socket TypeCPU Socket Type,Details_Core NameCore Name,Details_# of Cores# of Cores,Details_# of Threads# of Threads,Details_Operating FrequencyOperating Frequency,Details_Max Turbo FrequencyMax Turbo Frequency,Details_L1 CacheL1 Cache,Details_L2 CacheL2 Cache,Details_L3 CacheL3 Cache,Details_Manufacturing TechManufacturing Tech,Details_Instruction SetInstruction Set,Details_Memory Types,Details_Memory Channel,Details_Max Memory Size,Details_Integrated Graphics,Details_Graphics Base Frequency,Details_PCI Express RevisionPCI Express Revision,Details_Max Number of PCI Express LanesMax Number of PCI Express Lanes,Details_Thermal Design PowerThermal Design Power,Details_Cooling Device,Details_Compatible Desktop Chipsets,Details_Operating System Supported,Details_Advanced Technologies,Additional Information_Date First Available,Details_Max Turbo Power,Details_Hyper-Threading SupportHyper-Threading Support,Details_ECC Memory,Details_Max Memory Bandwidth,Details_Virtualization Technology SupportVirtualization Technology Support,Details_Graphics Max Dynamic Frequency,Details_Scalability,Details_PCI Express ConfigurationsPCI Express Configurations,Details_Security & Reliability,Details_Multimedia Instruction,Details_AI Features,CPU Socket Type_CPU Socket Type,Details_Core Name,Details_Multi-Core,Details_Operating Frequency,Details_L3 Cache,Details_Manufacturing Tech,Details_64-Bit Support64-Bit Support,Details_Hyper-Threading Support,Details_Virtualization Technology Support,Details_Thermal Design Power,Details_CPU Socket Type,Details_# of Cores,Details_# of Threads,Details_Max Turbo Frequency,Details_L2 Cache,Details_Instruction Set,Details_PCI Express Revision,Details_Max Number of PCI Express Lanes
https://www.newegg.com/intel-core-ultra-7-265kf-arrow-lake-lga-1851-processor/p/N82E16819118507,299,CPU,#23 in Desktop CPU Processor,Intel,Desktop,Core Ultra 7 (Series 2),Core Ultra 7 265KF,BX80768265KF,LGA 1851,Arrow Lake,20-Core (8P+12E),20-Threads,,Intel Turbo Boost Max Technology 3.0 Frequency: Up to 5.5 GHz P-core Max Turbo Frequency: Up to 5.4 GHz E-core Max Turbo Frequency: Up to 4.6 GHz,,36MB,30MB,,64-Bit,DDR5 6400,2,192 GB,None Integrated Graphics,,5.0 / 4.0,24,125W,Cooling device not included - Processor Only,,,,"October 10, 2024",250W,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-7-9700x-ryzen-7-9000-series-granite-ridge-socket-am5-processor/p/N82E16819113843,309,CPU,#6 in Desktop CPU Processor,AMD,Desktop,Ryzen 7 9000 Series,Ryzen 7 9700X,100-100001404WOF,Socket AM5,Granite Ridge,8-Core,16-Threads,3.8 GHz,Up to 5.5 GHz,512KB,8MB,32MB,Zen 5 - TSMC 4nm FinFET,64-Bit,DDR5 5600,2,192 GB,AMD Radeon Graphics,2200 MHz,5.0,24/28 (Usable/Total),65W,Cooling device not included - Processor Only,AMD A620 / AMD B650 / AMD B650E / AMD B850 / AMD X670 / AMD X670E / AMD X870 / AMD X870E,RHEL / Ubuntu / Windows 10 / Windows 11,"AMD EXPO Technology, AMD Ryzen Technologies","August 08, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-ultra-5-245k-arrow-lake-lga-1851-processor/p/N82E16819118508,279,CPU,#64 in Desktop CPU Processor,Intel,Desktop,Core Ultra 5 (Series 2),Core Ultra 5 245K,BX80768245K,LGA 1851,Arrow Lake,14-Core (6P+8E),14-Threads,,P-core Max Turbo Frequency: Up to 5.2 GHz E-core Max Turbo Frequency: Up to 4.6 GHz,,26MB,24MB,,64-Bit,DDR5 6400,2,192 GB,Intel Graphics,,5.0 / 4.0,24,125W,Cooling device not included - Processor Only,,,,"October 10, 2024",159W,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-5-9600x-ryzen-5-9000-series-granite-ridge-socket-am5-processor/p/N82E16819113844,207,CPU,#2 in Desktop CPU Processor,AMD,Desktop,Ryzen 5 9000 Series,Ryzen 5 9600X,100-100001405WOF,Socket AM5,Granite Ridge,6-Core,12-Threads,3.9 GHz,Up to 5.4 GHz,384KB,6MB,32MB,Zen 5 - TSMC 4nm FinFET,64-Bit,DDR5 5600,2,192 GB,AMD Radeon Graphics,2200 MHz,5.0,24/28 (Usable/Total),65W,Cooling device not included - Processor Only,AMD A620 / AMD B650 / AMD B650E / AMD B850 / AMD X670 / AMD X670E / AMD X870 / AMD X870E,RHEL / Ubuntu / Windows 10 / Windows 11,"AMD EXPO Technology, AMD Ryzen Technologies","August 08, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-ultra-5-245kf-arrow-lake-lga-1851-processor/p/N82E16819118509,284,CPU,#73 in Desktop CPU Processor,Intel,Desktop,Core Ultra 5 (Series 2),Core Ultra 5 245KF,BX80768245KF,LGA 1851,Arrow Lake,14-Core (6P+8E),14-Threads,,P-core Max Turbo Frequency: Up to 5.2 GHz E-core Max Turbo Frequency: Up to 4.6 GHz,,26MB,24MB,,64-Bit,DDR5 6400,2,192 GB,None Integrated Graphics,,5.0 / 4.0,24,125W,Cooling device not included - Processor Only,,,,"October 10, 2024",159W,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-i9-14900kf-core-i9-14th-gen-raptor-lake-lga-1700-processor/p/N82E16819118464,434,CPU,#30 in Desktop CPU Processor,Intel,Desktop,Core i9 14th Gen,Core i9-14900KF,BX8071514900KF,LGA 1700,Raptor Lake,24-Core (8P+16E),32-Threads,Performance-core Base Frequency: 3.2 GHz Efficient-core Base Frequency: 2.4 GHz,Intel Thermal Velocity Boost Frequency: Up to 6.0 GHz Intel Turbo Boost Max Technology 3.0 Frequency: Up to 5.8 GHz P-core Max Turbo Frequency: Up to 5.6 GHz E-core Max Turbo Frequency: Up to 4.4 GHz,,32MB,36MB,Intel 7,64-Bit,DDR4 3200 / DDR5 5600,2,192 GB,None Integrated Graphics,,5.0 / 4.0,20,125W,Cooling device not included - Processor Only,Intel H610 / Intel H670 / Intel B660 / Intel Q670 / Intel W680 / Intel Z690 / Intel H770 / Intel B760 / Intel Z790 * BIOS update may be required when used with some old chipset motherboard,"Linux / Windows 10 (22H2, 21H2) / Windows 11 (22H2, 21H2)","Intel Gaussian & Neural Accelerator: 3.0 Intel Thread Director Intel Deep Learning Boost (Intel DL Boost) on CPU Intel Speed Shift Technology Intel Adaptive Boost Technology Intel Thermal Velocity Boost Intel Turbo Boost Max Technology 3.0 Intel Turbo Boost Technology: 2.0 Intel Hyper-Threading Technology Intel 64 Instruction Set: 64-bit Instruction Set Extensions: Intel SSE4.1, Intel SSE4.2, Intel AVX2 Idle States Enhanced Intel SpeedStep Technology Thermal Monitoring Technologies Intel Volume Management Device (VMD)","October 16, 2023",253W,Yes,,89.6 GB/s,Yes,,1S Only,"Up to 1x16+4, 2x8+4",Intel Standard Manageability (ISM) Intel Control-Flow Enforcement Technology Intel AES New Instructions Secure Key Intel OS Guard Execute Disable Bit Intel Boot Guard Mode-based Execute Control (MBEC) Intel Virtualization Technology (VT-x) Intel Virtualization Technology for Directed I/O (VT-d) Intel VT-x with Extended Page Tables (EPT),,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-7-8700f-ryzen-7-8000-series-phoenix-zen-4-socket-am5/p/N82E16819113825,259,CPU,#56 in Desktop CPU Processor,AMD,Desktop,Ryzen 7 8000 Series,Ryzen 7 8700F,100-100001590BOX,Socket AM5,,8-Core,16-Threads,4.1 GHz,Up to 5 GHz,,8MB,16MB,TSMC 4nm FinFET,64-Bit,DDR5 5200,2,256 GB,None Integrated Graphics,,4.0 / 3.0,16/20 (Usable/Total),65W,AMD Wraith Stealth,,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit",AMD Ryzen AI Available when paired with a compatible Radeon graphics card with AI acceleration,"May 14, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-i7-14700k-core-i7-14th-gen-raptor-lake-lga-1700-desktop-processor/p/N82E16819118466,342,CPU,#8 in Desktop CPU Processor,Intel,Desktop,Core i7 14th Gen,Core i7-14700K,BX8071514700K,LGA 1700,Raptor Lake,20-Core (8P+12E),28-Threads,Performance-core Base Frequency: 3.4 GHz Efficient-core Base Frequency: 2.5 GHz,Intel Turbo Boost Max Technology 3.0 Frequency: Up to 5.6 GHz P-core Max Turbo Frequency: Up to 5.5 GHz E-core Max Turbo Frequency: Up to 4.3 GHz,,28MB,33MB,Intel 7,64-Bit,DDR4 3200 / DDR5 5600,2,192 GB,Intel UHD Graphics 770,300 MHz,5.0 / 4.0,20,125W,Cooling device not included - Processor Only,Intel H610 / Intel H670 / Intel B660 / Intel Q670 / Intel W680 / Intel Z690 / Intel H770 / Intel B760 / Intel Z790 * BIOS update may be required when used with some old chipset motherboard,"Linux / Windows 10 (22H2, 21H2) / Windows 11 (22H2, 21H2)","Intel Gaussian & Neural Accelerator: 3.0 Intel Thread Director Intel Deep Learning Boost (Intel DL Boost) on CPU Intel Speed Shift Technology Intel Turbo Boost Max Technology 3.0 Intel Turbo Boost Technology: 2.0 Intel Hyper-Threading Technology Intel 64 Instruction Set: 64-bit Instruction Set Extensions: Intel SSE4.1, Intel SSE4.2, Intel AVX2 Idle States Enhanced Intel SpeedStep Technology Thermal Monitoring Technologies Intel Volume Management Device (VMD)","October 16, 2023",253W,Yes,Supported,89.6 GB/s,Yes,1.6 GHz,1S Only,"Up to 1x16+4, 2x8+4",Intel Standard Manageability (ISM) Intel Control-Flow Enforcement Technology Intel AES New Instructions Secure Key Intel OS Guard Execute Disable Bit Intel Boot Guard Mode-based Execute Control (MBEC) Intel Virtualization Technology (VT-x) Intel Virtualization Technology for Directed I/O (VT-d) Intel VT-x with Extended Page Tables (EPT),,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-7-8700g-ryzen-7-8000-g-series-phoenix-zen-4-socket-am5/p/N82E16819113811,309,CPU,#46 in Desktop CPU Processor,AMD,Desktop,Ryzen 7 8000-G Series,Ryzen 7 8700G,100-100001236BOX,Socket AM5,,8-Core,16-Threads,4.2 GHz,5.1 GHz,,8MB,16MB,4nm,64-Bit,DDR5 5200,2,256 GB,AMD Radeon 780M,,4.0 / 3.0,,65W,Wraith Spire Cooler,,Windows 11 - 64-Bit Edition Windows 10 - 64-Bit Edition RHEL x86 64-Bit Ubuntu x86 64-Bit *Operating System (OS) support will vary by manufacturer.,,"January 31, 2024",,,,,,2.9 GHz,,,,,Dedicated AI Engine AI-Optimized Radeon Graphics Engine Dedicated AI engine designed for AI processing efficiency,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-i7-14700kf-core-i7-14th-gen-raptor-lake-lga-1700-desktop-processor/p/N82E16819118468,319,CPU,#25 in Desktop CPU Processor,Intel,Desktop,Core i7 14th Gen,Core i7-14700KF,BX8071514700KF,LGA 1700,Raptor Lake,20-Core (8P+12E),28-Threads,Performance-core Base Frequency: 3.4 GHz Efficient-core Base Frequency: 2.5 GHz,Intel Turbo Boost Max Technology 3.0 Frequency: Up to 5.6 GHz P-core Max Turbo Frequency: Up to 5.5 GHz E-core Max Turbo Frequency: Up to 4.3 GHz,,28MB,33MB,Intel 7,64-Bit,DDR4 3200 / DDR5 5600,2,192 GB,None Integrated Graphics,,5.0 / 4.0,20,125W,Cooling device not included - Processor Only,Intel H610 / Intel H670 / Intel B660 / Intel Q670 / Intel W680 / Intel Z690 / Intel H770 / Intel B760 / Intel Z790 * BIOS update may be required when used with some old chipset motherboard,"Linux / Windows 10 (22H2, 21H2) / Windows 11 (22H2, 21H2)","Intel Gaussian & Neural Accelerator: 3.0 Intel Thread Director Intel Deep Learning Boost (Intel DL Boost) on CPU Intel Speed Shift Technology Intel Turbo Boost Max Technology 3.0 Intel Turbo Boost Technology: 2.0 Intel Hyper-Threading Technology Intel 64 Instruction Set: 64-bit Instruction Set Extensions: Intel SSE4.1, Intel SSE4.2, Intel AVX2 Idle States Enhanced Intel SpeedStep Technology Thermal Monitoring Technologies Intel Volume Management Device (VMD)","October 16, 2023",253W,Yes,,89.6 GB/s,Yes,,1S Only,"Up to 1x16+4, 2x8+4",Intel Standard Manageability (ISM) Intel Control-Flow Enforcement Technology Intel AES New Instructions Secure Key Intel OS Guard Execute Disable Bit Intel Boot Guard Mode-based Execute Control (MBEC) Intel Virtualization Technology (VT-x) Intel Virtualization Technology for Directed I/O (VT-d) Intel VT-x with Extended Page Tables (EPT),,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-5-8500g-ryzen-5-8000-g-series-phoenix-zen-4-socket-am5-processor/p/N82E16819113815,154,CPU,#26 in Desktop CPU Processor,AMD,Desktop,Ryzen 5 8000-G Series,Ryzen 5 8500G,100-100000931BOX,Socket AM5,Phoenix (Zen 4),6-Core,12-Threads,3.5 GHz,5.0 GHz,,6MB,16MB,4nm,64-Bit,DDR5 5200,2,256 GB,AMD Radeon 740M,,4.0 / 3.0,,65W,Wraith Stealth Cooler,,Windows 11 - 64-Bit Edition Windows 10 - 64-Bit Edition RHEL x86 64-Bit Ubuntu x86 64-Bit *Operating System (OS) support will vary by manufacturer.,,"January 31, 2024",,,,,,2.8 GHz,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-i5-14600k-core-i5-14th-gen-raptor-lake-lga-1700-desktop-cpu/p/N82E16819118470,192,CPU,#20 in Desktop CPU Processor,Intel,Desktop,Core i5 14th Gen,Core i5-14600K,BX8071514600K,LGA 1700,Raptor Lake,14-Core (6P+8E),20-Threads,Performance-core Base Frequency: 3.5 GHz Efficient-core Base Frequency: 2.6 GHz,P-core Max Turbo Frequency: Up to 5.3 GHz E-core Max Turbo Frequency: Up to 4.0 GHz,,20MB,24MB,Intel 7,64-Bit,DDR4 3200 / DDR5 5600,2,192 GB,Intel UHD Graphics 770,300 MHz,5.0 / 4.0,20,125W,Cooling device not included - Processor Only,Intel H610 / Intel H670 / Intel B660 / Intel Q670 / Intel W680 / Intel Z690 / Intel H770 / Intel B760 / Intel Z790 * BIOS update may be required when used with some old chipset motherboard,"Linux / Windows 10 (22H2, 21H2) / Windows 11 (22H2, 21H2)","Intel Gaussian & Neural Accelerator: 3.0 Intel Thread Director Intel Deep Learning Boost (Intel DL Boost) on CPU Intel Speed Shift Technology Intel Turbo Boost Technology: 2.0 Intel Hyper-Threading Technology Intel 64 Instruction Set: 64-bit Instruction Set Extensions: Intel SSE4.1, Intel SSE4.2, Intel AVX2 Idle States Enhanced Intel SpeedStep Technology Thermal Monitoring Technologies Intel Volume Management Device (VMD)","October 16, 2023",181W,Yes,Supported,89.6 GB/s,Yes,1.55 GHz,1S Only,"Up to 1x16+4, 2x8+4",Intel Standard Manageability (ISM) Intel Control-Flow Enforcement Technology Intel AES New Instructions Secure Key Intel OS Guard Execute Disable Bit Intel Boot Guard Mode-based Execute Control (MBEC) Intel Virtualization Technology (VT-x) Intel Virtualization Technology for Directed I/O (VT-d) Intel VT-x with Extended Page Tables (EPT),,,,,,,,,,,,,,,,,,,,
